Work_ID,MP_Name,State,Constituency,Work_Type,District,Date,Amount,Payment_Status,work_description,risk_score,risk_level,reason,cost_score,cost_z,cost_ratio,cost_peer_group,mismatch_score,Declared_Work_Type,Predicted_Work_Type,Confidence_In_Declared_Type,conc_score,conc_score_per_work,conc_ratio,portfolio_share,dup_score,dup_similarity,duplicate_of_work_id,dup_amount_corroborated,dup_reason,comparison_group,evidence
WS/MP386/2024-2025/142533,Shri Hanuman Beniwal,Rajasthan,NAGAUR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NAGAUR,05-Jun-2025,999662.0,Completed,Construction of boundary wall of public cremation ground in village Narva Khurd,25,Medium - Worth Reviewing,"Cost is 2.5x the median for 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' works nationally (₹999,662 (₹10.00 lakh) vs. median ₹399,318 (₹3.99 lakh), n=84 comparable works).",25,2.7646552163424842,2.503420622864103,national,0,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Construction of boundary walls of existing public and community buildings,0.2001,0,0,2.987455800472124,0.04130584098356542,0,0.0,,False,,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"{'cost_anomaly': {'score': 25, 'z': 2.76, 'ratio_to_peer_median': 2.5, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.2001}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.99, 'portfolio_share': 0.041}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18019/2024-2025/137588,AMARSING TISSO,Assam,Diphu (ST),Construction of community centers and community halls,KARBI ANGLONG,10-Dec-2025,1499859.0,Completed,Construction of Community Hall at Jawlian under Singhason MAC Constituency,25,Medium - Worth Reviewing,"Cost is 3.0x the median for 'Construction of community centers and community halls' works in Assam (₹1,499,859 (₹15.00 lakh) vs. median ₹499,880 (₹5.00 lakh), n=20 comparable works).",25,3.324235887111718,3.000435156476048,state,0,Construction of community centers and community halls,Construction of community centers and community halls,0.4435,0,0,4.355505418852606,0.25921594921241164,0,0.0,,False,,Construction of community centers and community halls,"{'cost_anomaly': {'score': 25, 'z': 3.32, 'ratio_to_peer_median': 3.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.4435}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 4.36, 'portfolio_share': 0.259}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18006/2024-2025/146763,DAGGUMALLA PRASADA RAO,Andhra Pradesh,CHITTOOR,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,CHITTOOR,30-May-2025,299768.0,Completed,Construction of Compound wall to SC Community Hall (Phase-II) at Mallanuru H/o. Mallanuru GP of Kuppam Mandal.,25,Medium - Worth Reviewing,"Description reads as 'Construction of boundary walls of existing public and community buildings', not the declared 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' (model gives the declared category only 3.7% match confidence). | DAGGUMALLA PRASADA RAO spent ₹3,962,046 (₹39.62 lakh) on 'Crematoriums/energy efficient crematoriums or structures on burial/cremation ground' works — 7.9x the median MP spend in that category (₹501,985 (₹5.02 lakh), n=37 peer MPs), 12% of this MP's total disbursed funds.",0,-0.8639011121443129,0.7506991295805246,national,22,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,Construction of boundary walls of existing public and community buildings,0.0374,7,3,7.892757751725645,0.11711406162339133,0,0.0,,False,,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,"{'cost_anomaly': {'score': 0, 'z': -0.86, 'ratio_to_peer_median': 0.75, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 22, 'declared_type_confidence': 0.0374}, 'mp_category_concentration': {'score': 7, 'score_per_work': 3, 'ratio_to_peer_mp_median': 7.89, 'portfolio_share': 0.117}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18058/2024-2025/158425,DR. HEMANG JOSHI,Gujarat,VADODARA,"Purchase of smart boards, visual display units and projectors",VADODARA,09-Jul-2025,409000.0,Completed,Fatipura-1 vahivati ward No.6 Vir Bhagatsinh prathmik sada (bapor) ma smart balvatika banavvani kamgiri,25,Medium - Worth Reviewing,"Cost is 2.0x the median for 'Purchase of smart boards, visual display units and projectors' works nationally (₹409,000 (₹4.09 lakh) vs. median ₹200,000 (₹2.00 lakh), n=125 comparable works).",25,2.9921333890600392,2.0449999999999995,national,0,"Purchase of smart boards, visual display units and projectors","Purchase of smart boards, visual display units and projectors",0.0815,0,0,0.7825319904211846,0.5318595578673602,0,0.0,,False,,"Purchase of smart boards, visual display units and projectors","{'cost_anomaly': {'score': 25, 'z': 2.99, 'ratio_to_peer_median': 2.04, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.0815}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.78, 'portfolio_share': 0.532}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18121/2024-2025/146671,SMITA UDAY WAGH,Maharashtra,JALGAON,"Construction of roads, link roads, pathways or any other road with or without drainage system",JALGAON,09-Jan-2025,2945320.0,Completed,"Construction of the road from Nandra Bu. to Pilkheda to Nandgaon, Taluka Jalgaon",25,Medium - Worth Reviewing,"Cost is 3.3x the median for 'Construction of roads, link roads, pathways or any other road with or without drainage system' works in Maharashtra (₹2,945,320 (₹29.45 lakh) vs. median ₹885,855 (₹8.86 lakh), n=30 comparable works).",25,3.439392920255518,3.3248316805594422,state,0,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of roads, link roads, pathways or any other road with or without drainage system",0.153,0,0,1.138627535687993,0.4222467589233784,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 25, 'z': 3.44, 'ratio_to_peer_median': 3.32, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.153}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 1.14, 'portfolio_share': 0.422}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18058/2024-2025/158426,DR. HEMANG JOSHI,Gujarat,VADODARA,"Purchase of smart boards, visual display units and projectors",VADODARA,09-Jul-2025,409000.0,Completed,Sayajigunj-22 laxmipura vahivati wardNo.09 shyamji krushna varma prathmik sada ma samrt balvatika banavva n kamgiri,25,Medium - Worth Reviewing,"Cost is 2.0x the median for 'Purchase of smart boards, visual display units and projectors' works nationally (₹409,000 (₹4.09 lakh) vs. median ₹200,000 (₹2.00 lakh), n=125 comparable works).",25,2.9921333890600392,2.0449999999999995,national,0,"Purchase of smart boards, visual display units and projectors","Purchase of smart boards, visual display units and projectors",0.1065,0,0,0.7825319904211846,0.5318595578673602,0,0.0,,False,,"Purchase of smart boards, visual display units and projectors","{'cost_anomaly': {'score': 25, 'z': 2.99, 'ratio_to_peer_median': 2.04, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.1065}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.78, 'portfolio_share': 0.532}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18338/2024-2025/153014,CHAMALA KIRAN KUMAR REDDY,Telangana,BHONGIR,Street lights,NALGONDA,02-Apr-2025,400000.0,Completed,PROVIDING OF STREET LIGHTS IN CHANDUPATLA VILLAGE,25,Medium - Worth Reviewing,"Cost is 4.0x the median for 'Street lights' works in Telangana (₹400,000 (₹4.00 lakh) vs. median ₹99,906, n=317 comparable works).",25,3.13556445002808,4.003763537725465,state,0,Street lights,Street lights,0.8783,0,0,9.978673965067074,0.8004528944918526,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 25, 'z': 3.14, 'ratio_to_peer_median': 4.0, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.8783}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 9.98, 'portfolio_share': 0.8}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18084/2025-2026/176556,DR. PRABHA MALLIKARJUN,Karnataka,DAVANAGERE,Construction of toilet blocks,Davanagere,21-Apr-2026,1200000.0,Completed,construction of Toilets blocks in Finearts college in davanagere,25,Medium - Worth Reviewing,"Cost is 4.8x the median for 'Construction of toilet blocks' works nationally (₹1,200,000 (₹12.00 lakh) vs. median ₹250,000 (₹2.50 lakh), n=35 comparable works).",25,2.9663744387232147,4.800000000000003,national,0,Construction of toilet blocks,Construction of toilet blocks,0.2674,0,0,2.412273648322664,0.25,0,0.0,,False,,Construction of toilet blocks,"{'cost_anomaly': {'score': 25, 'z': 2.97, 'ratio_to_peer_median': 4.8, 'peer_group_scope': 'national'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.2674}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.41, 'portfolio_share': 0.25}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18377/2024-2025/152296,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,Street lights,BAREILLY,13-Sep-2025,683234.0,Completed,VIKAS KHAND BHOJIPURA KI GRAM PANCHAYAT ME 21 STREET LIGHT,25,Medium - Worth Reviewing,"Cost is 3.1x the median for 'Street lights' works in Uttar Pradesh (₹683,234 (₹6.83 lakh) vs. median ₹222,921 (₹2.23 lakh), n=745 comparable works).",25,3.081347309987257,3.0649153736076915,state,0,Street lights,Street lights,0.1474,0,0,6.628200624312793,0.6683202482332223,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 25, 'z': 3.08, 'ratio_to_peer_median': 3.06, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.1474}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 6.63, 'portfolio_share': 0.668}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18156/2025-2026/185310,CHARANJIT SINGH CHANNI,Punjab,JALANDHAR(SC),"Construction of roads, link roads, pathways or any other road with or without drainage system",JALANDHAR,03-Nov-2025,2835544.0,Completed,PL BM Jinda Road Jinda Pind Toor enclave New Ward no 85 Old Ward No 1  Jalandhar,25,Medium - Worth Reviewing,"Cost is 9.5x the median for 'Construction of roads, link roads, pathways or any other road with or without drainage system' works in Punjab (₹2,835,544 (₹28.36 lakh) vs. median ₹300,000 (₹3.00 lakh), n=64 comparable works).",25,3.3370980679853197,9.451813333333337,state,0,"Construction of roads, link roads, pathways or any other road with or without drainage system","Construction of roads, link roads, pathways or any other road with or without drainage system",0.0683,0,0,0.8185652586319575,0.8020183792437301,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 25, 'z': 3.34, 'ratio_to_peer_median': 9.45, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.0683}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 0.82, 'portfolio_share': 0.802}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18049/2025-2026/181781,TOKHAN SAHU,Chhattisgarh,BILASPUR,"Construction of roads, link roads, pathways or any other road with or without drainage system",BILASPUR,13-Oct-2025,1498742.0,Completed,GRAM LAKHRAM ME BUS STAND MATA CHAURA SE SHIVGHAT HOTE HUYE MUKHYMARG TAK C C ROAD NIRMAN KARY 600M.,25,Medium - Worth Reviewing,"Cost is 2.5x the median for 'Construction of roads, link roads, pathways or any other road with or without drainage system' works in Chhattisgarh (₹1,498,742 (₹14.99 lakh) vs. median ₹600,000 (₹6.00 lakh), n=144 comparable works). | Description reads as 'Construction of common work sheds/ common covered sitting area', not the declared 'Construction of roads, link roads, pathways or any other road with or without drainage system' (model gives the declared category only 10.8% match confidence).",13,2.146370037515899,2.497903333333334,state,12,"Construction of roads, link roads, pathways or any other road with or without drainage system",Construction of common work sheds/ common covered sitting area,0.1084,0,0,2.9116005376260614,0.6355440994946538,0,0.0,,False,,"Construction of roads, link roads, pathways or any other road with or without drainage system","{'cost_anomaly': {'score': 13, 'z': 2.15, 'ratio_to_peer_median': 2.5, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 12, 'declared_type_confidence': 0.1084}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 2.91, 'portfolio_share': 0.636}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18377/2024-2025/152272,CHHATRA PAL SINGH GANGWAR,Uttar Pradesh,BAREILLY,Street lights,BAREILLY,13-Sep-2025,683234.0,Completed,NAWABGANJ - BHADPURA BLOCK KE 39 GRAM ME STREET LIGHTS,25,Medium - Worth Reviewing,"Cost is 3.1x the median for 'Street lights' works in Uttar Pradesh (₹683,234 (₹6.83 lakh) vs. median ₹222,921 (₹2.23 lakh), n=745 comparable works).",25,3.081347309987257,3.0649153736076915,state,0,Street lights,Street lights,0.2029,0,0,6.628200624312793,0.6683202482332223,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 25, 'z': 3.08, 'ratio_to_peer_median': 3.06, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.2029}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 6.63, 'portfolio_share': 0.668}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
WS/MP18214/2024-2025/165209,JITENDRA KUMAR DOHARE,Uttar Pradesh,ETAWAH(SC),Street lights,AURAIYA,16-Apr-2026,698837.0,Completed,Dist Auraiya Samajwadi Party karyalay  Kakor Ke pass High Mast Light,25,Medium - Worth Reviewing,"Cost is 3.1x the median for 'Street lights' works in Uttar Pradesh (₹698,837 (₹6.99 lakh) vs. median ₹222,921 (₹2.23 lakh), n=745 comparable works).",25,3.1434686895988455,3.1349087793433554,state,0,Street lights,Lighting of public spaces,0.184,0,0,6.563954276066077,1.0,0,0.0,,False,,Street lights,"{'cost_anomaly': {'score': 25, 'z': 3.14, 'ratio_to_peer_median': 3.13, 'peer_group_scope': 'state'}, 'text_mismatch': {'score': 0, 'declared_type_confidence': 0.184}, 'mp_category_concentration': {'score': 0, 'score_per_work': 0, 'ratio_to_peer_mp_median': 6.56, 'portfolio_share': 1.0}, 'duplicate_work': {'score': 0, 'similarity': 0.0, 'duplicate_of_work_id': None, 'amount_corroborated': False}}"
